periodo,datetime,CO2_ppm,AQI,CO_ppm,SO2_ppm,O3_ppm,NO2_ppm,PM2_5_ugm3,temp_C,hum_pct,Bat_pct
P1,2025-11-09 02:01:54,-0.42148386336018695,1,-0.38934827110295567,-0.5926874766883913,-0.06752387176920663,-0.022720359475468584,-0.4416518984932276,0.28903654485049834,0.7209908735332463,0.9385964912280701
P1,2025-11-09 02:02:56,-0.43875495863190955,1,-0.38625899820800375,-0.5926874766883913,-0.11308182420018227,-0.022720359475468584,-0.37840748040097455,0.28903654485049834,0.7209908735332463,0.9385964912280701
P1,2025-11-09 02:03:58,-0.43687108916357675,1,-0.38625899820800375,-0.5616047759223458,0.02359203309274438,0.11783412240457579,-0.31516306230872154,0.28903654485049834,0.7196870925684485,0.9385964912280701
P1,2025-11-09 02:04:59,-0.44400779174799077,1,-0.38316972531305177,-0.5926874766883913,-0.11308182420018227,-0.022720359475468584,-0.37840748040097455,0.28903654485049834,0.7183833116036505,0.9385964912280701
P1,2025-11-09 02:06:01,-0.4235327432928993,1,-0.38780363465547957,-0.5926874766883913,-0.02196591933823112,0.024131134484546207,-0.31516306230872154,0.28903654485049834,0.7183833116036505,0.9385964912280701
P1,2025-11-09 02:07:02,-0.44065257897227395,1,-0.38625899820800375,-0.5926874766883913,0.02359203309274438,0.024131134484546207,-0.37840748040097455,0.287375415282392,0.7183833116036505,0.93734335839599
P1,2025-11-09 02:08:03,-0.41734485087866746,1,-0.38316972531305177,-0.5926874766883913,-0.02196591933823112,0.024131134484546207,-0.37840748040097455,0.287375415282392,0.7183833116036505,0.9385964912280701
P1,2025-11-09 02:09:04,-0.42010877615702436,1,-0.38316972531305177,-0.5926874766883913,0.02359203309274438,-0.022720359475468584,-0.37840748040097455,0.28571428571428575,0.7170795306388527,0.9385964912280701
P1,2025-11-09 02:10:05,-0.4246328130554294,1,-0.3839420435367898,-0.5926874766883913,-0.02196591933823112,-0.06957185343548337,-0.4416518984932276,0.28571428571428575,0.7170795306388527,0.9398496240601503
P1,2025-11-09 02:11:06,-0.4192837238351268,1,-0.3839420435367898,-0.5926874766883913,-0.02196591933823112,0.07098262844456099,-0.4416518984932276,0.28571428571428575,0.7144719687092568,0.9398496240601503
P1,2025-11-09 02:12:08,-0.44547913505537473,1,-0.38471436176052765,-0.5926874766883913,-0.02196591933823112,-0.022720359475468584,-0.4416518984932276,0.28571428571428575,0.7170795306388527,0.9398496240601503
P1,2025-11-09 02:13:10,0.19150251006564797,4,-0.3213842674140132,-0.5926874766883913,-0.06752387176920663,0.024131134484546207,-0.31516306230872154,0.28571428571428575,0.7170795306388527,0.9398496240601503
P1,2025-11-09 02:14:10,0.5749730784116094,4,0.3327692680920569,-0.5305220751563003,-0.02196591933823112,0.07098262844456099,-0.4416518984932276,0.28571428571428575,0.7170795306388527,0.9398496240601503
P1,2025-11-09 02:15:11,0.944665272981881,5,1.180002359532622,-0.46835667362420963,0.02359203309274438,0.11783412240457579,-0.37840748040097455,0.28571428571428575,0.7196870925684485,0.9398496240601503
P1,2025-11-09 02:16:12,0.9170672728144071,5,1.7607856637835844,-0.43727397285816416,0.02359203309274438,0.11783412240457579,-0.37840748040097455,0.28405315614617943,0.7209908735332463,0.9398496240601503
P1,2025-11-09 02:17:14,0.7496916584454524,5,1.8889904889240887,-0.43727397285816416,0.02359203309274438,0.16468561636459056,-0.31516306230872154,0.28571428571428575,0.7209908735332463,0.9398496240601503
P1,2025-11-09 02:18:15,0.4811371276677918,4,1.5437642429132115,-0.46835667362420963,-0.02196591933823112,0.07098262844456099,-0.31516306230872154,0.28405315614617943,0.7196870925684485,0.9385964912280701
P1,2025-11-09 02:19:16,0.3615457936087381,4,1.0896411273552786,-0.499439374390255,0.06914998552372004,0.024131134484546207,-0.25191864421646853,0.28405315614617943,0.7222946544980443,0.9385964912280701
P1,2025-11-09 02:20:17,0.28023688728573215,4,0.778396883188872,-0.5305220751563003,-0.06752387176920663,0.024131134484546207,-0.31516306230872154,0.28405315614617943,0.7222946544980443,0.9385964912280701
